日期,campaign,安装数,AF成本,AF收入,总成本,cpi,累计收入,点击率,点击安装率,展示安装率,roas0收入,累计roas,roas_0,roas_1,roas_2,roas_3,roas_4,roas_5,roas_6,roas_7,roas_8,roas_9,roas_10,roas_11,roas_12,roas_13,roas_14,roas_15,roas_16,roas_17,roas_18,roas_19,roas_20,roas_21,roas_22,roas_23,roas_24,roas_25,roas_26,roas_27,roas_28,roas_29,roas_30,roas_31,roas_32,roas_33,roas_34,roas_35,roas_36,roas_37,roas_38,roas_39,roas_40,roas_41,roas_42,roas_43,roas_44,roas_45,roas_46,roas_47,roas_48,roas_49,roas_50,roas_51,roas_52,roas_53,roas_54,roas_55,roas_56,roas_57,roas_58,roas_59,roas_60,roas_61,roas_62,roas_63,roas_64,roas_65,roas_66,roas_67,roas_68,roas_69,roas_70,roas_71,roas_72,roas_73,roas_74,roas_75,roas_76,roas_77,roas_78,roas_79,roas_80,roas_81,roas_82,roas_83,roas_84,roas_85,roas_86,roas_87,roas_88,roas_89,roas_90
2023-06-02,organic,60,0.0,2835.7771,0.00,0.0,33.76208551850786,,,0.00%,14.324087623920965,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023-06-02,starshinning_US_AND_Benny_AEO_0602,40,1804.9762,8605.2109,24.72,0.61797865,113.85867814684381,3.61%,56.34%,2.03%,15.037151063777303,460.61%,60.83%,111.58%,348.53%,458.36%,460.61%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023-06-02,starshinning_US_AND_TIANDI_install_0601,37,1769.5036,538.6676,24.22,0.6545484953814594,6.701036,3.50%,86.05%,3.02%,5.537931,27.67%,22.87%,25.46%,26.02%,27.67%,27.67%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023-06-02,starshinning_US_AND_mai_xd_0601,37,3266.7758,220.683,44.50,1.2026433479302163,2.71365,4.91%,42.05%,2.06%,2.612844,6.10%,5.87%,6.10%,6.10%,6.10%,6.10%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023-06-02,starshinning_US_AND_AEO_kristal-0601,29,1726.6066,874.2405,23.58,0.8132029079004827,10.648650000000002,4.20%,80.56%,3.38%,6.660564999999999,45.15%,28.24%,40.63%,42.64%,45.15%,45.15%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023-06-02,starshinning_US_AND_Meng_install_0602-2,23,1036.1289,637.9852,14.19,0.6169584606494347,7.567928,4.58%,82.14%,3.76%,5.462911999999999,53.33%,38.50%,45.65%,52.77%,53.33%,53.33%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023-06-02,starshinning_US_AND_gy_install_0601_1,15,880.2146,475.1485,12.02,0.8015929299578001,5.788569000000001,5.53%,57.69%,3.19%,3.341087,48.14%,27.79%,46.53%,48.14%,48.14%,48.14%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023-06-02,gatherone_Lucky Maker_052302_mai_US_xp_0601_1 - 广告副本,13,1689.8428,140.8323,22.98,1.767395711781923,1.7654710000000002,2.04%,59.09%,1.21%,1.505798,7.68%,6.55%,7.68%,7.68%,7.68%,7.68%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023-06-02,starshinning_US_AND_Meng_install_0601,11,2540.0007,146.4875,34.48,3.1343037387801815,1.793424,2.79%,33.33%,0.93%,1.28477,5.20%,3.73%,5.20%,5.20%,5.20%,5.20%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023-06-02,starshinning_US_AND_mai_mwx_0602,10,1034.479,83.1349,14.08,1.4079297848101,1.0184339999999998,1.66%,125.00%,2.07%,1.0184339999999998,7.23%,7.23%,7.23%,7.23%,7.23%,7.23%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023-06-01,Applovin-Zoey-LuckyMaker-Ad ROAS-230213,482,79458.7284,64004.3672,1079.49,2.2396073792741227,780.4405706953855,51.54%,3.81%,1.96%,219.4840991375384,72.30%,20.33%,45.98%,55.65%,62.69%,70.07%,72.30%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023-06-01,starshinning_US_AND_Pelle_AEO_0529,318,15348.0722,9727.4668,210.04,0.6605073980574779,110.72151611719626,2.82%,85.25%,2.40%,64.95268499999997,52.71%,30.92%,42.87%,49.72%,51.63%,52.71%,52.71%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023-06-01,Unity-Alina-Lucky-US-ROAS-230519,158,20777.8202,18607.3496,282.50,1.787946259734019,234.12028385837516,7.15%,39.40%,2.82%,56.86311188505462,82.88%,20.13%,43.25%,53.64%,58.96%,70.07%,82.88%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023-06-01,starshinning_US_AND_Jesse_install,105,7942.555,1124.2666,108.29,1.0313369318866763,13.636625000000002,2.43%,98.13%,2.38%,12.257309000000001,12.59%,11.32%,11.94%,12.11%,12.59%,12.59%,12.59%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023-06-01,gatherone_Lucky Maker_052301_mai_US_xp_0530_2,70,3397.013,513.2518,46.49,0.6640882296564142,6.336006,5.80%,45.45%,2.64%,6.161062,13.63%,13.25%,13.62%,13.62%,13.62%,13.63%,13.63%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023-06-01,gatherone_Lucky Maker_052302_mai_US_xp_0601_2 AAA,37,1311.9386,203.8911,18.02,0.4870512151898649,2.490269,2.82%,112.12%,3.16%,1.931711,13.82%,10.72%,13.82%,13.82%,13.82%,13.82%,13.82%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023-06-01,organic,31,0.0,919.8331,0.00,0.0,19.83142884889466,,,0.00%,8.403887109923929,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023-06-01,starshinning_US_AND_mai_xd_0601,29,1173.8945,187.0429,16.10,0.5550615080750689,2.281891,3.86%,138.10%,5.33%,2.156392,14.18%,13.40%,14.18%,14.18%,14.18%,14.18%,14.18%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023-06-01,starshinning_US_AND_mjm_install_0601,25,1074.0763,1340.0253,14.72,0.58870462835444,17.28923503037322,3.76%,104.17%,3.92%,6.2423220000000015,117.47%,42.41%,109.12%,111.49%,114.90%,117.47%,117.47%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023-05-31,Unity-Alina-Lucky-US-ROAS-230519,161,19047.9973,13687.8682,259.09,1.6092339264879318,167.24265104424975,7.94%,35.08%,2.78%,53.66692202662942,64.55%,20.71%,28.94%,44.25%,49.70%,56.37%,60.04%,64.55%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023-05-31,Applovin-Zoey-LuckyMaker-Ad ROAS-230213,144,20434.2309,25409.9883,277.75,1.9287960498417709,258.91647860065785,50.87%,5.04%,2.56%,62.007084343065415,93.22%,22.33%,42.20%,55.67%,68.33%,82.20%,90.95%,93.22%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023-05-31,gatherone_Lucky Maker_052301_mai_US_xp_0530_2,143,4051.3321,883.5618,55.84,0.3905235856422028,10.964008999999999,7.00%,81.71%,5.72%,10.575052,19.63%,18.94%,19.31%,19.31%,19.31%,19.63%,19.63%,19.63%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023-05-31,organic,33,0.0,1638.568,0.00,0.0,43.08231641870461,,,0.00%,7.785057,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023-05-31,starshinning_US_AND_Pelle_AEO_0529,31,1576.4668,313.9307,21.56,0.6955788795426774,3.8090369999999996,8.24%,36.47%,3.00%,3.8090369999999996,17.66%,17.66%,17.66%,17.66%,17.66%,17.66%,17.66%,17.66%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023-05-31,gatherone_Lucky Maker_052301_AAA_US_xp_0530_3,30,1628.784,184.7209,22.26,0.7421581772152,2.244523,6.11%,53.57%,3.28%,2.027192,10.08%,9.10%,9.25%,9.25%,9.25%,10.08%,10.08%,10.08%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023-05-31,gatherone_US_AND_Jesse_install,12,0.0,126.6578,0.08,0.0068000000000000005,1.5346730000000002,,,0.00%,0.788673,1880.73%,966.51%,1136.84%,1880.73%,1880.73%,1880.73%,1880.73%,1880.73%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023-05-30,Applovin-Zoey-LuckyMaker-Ad ROAS-230213,195,26316.7915,21882.9102,357.77,1.834710866926323,252.09976048330319,49.76%,4.29%,2.13%,68.69021379319162,70.46%,19.20%,40.62%,46.71%,56.18%,61.44%,65.90%,69.97%,70.46%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023-05-30,Unity-Alina-Lucky-US-ROAS-230519,107,13456.2759,11334.4453,182.98,1.7101260632911401,137.99953534239322,5.90%,30.31%,1.79%,39.717423865847366,75.42%,21.71%,43.48%,59.08%,63.95%,68.77%,71.79%,74.88%,75.42%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023-05-30,starshinning_US_AND_Pelle_AEO_0529,35,527.9638,255.2602,7.39,0.21111148860759998,3.101295,6.96%,159.09%,11.08%,3.052081,41.97%,41.31%,41.97%,41.97%,41.97%,41.97%,41.97%,41.97%,41.97%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023-05-30,organic,23,0.0,5739.6372,0.00,0.0,84.50631088271855,,,0.00%,20.640193851470567,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023-05-30,gatherone_US_AND_Jesse_install,22,0.0,120.8671,0.15,0.0068000000000000005,1.4635950000000002,,,0.00%,1.4635950000000002,978.34%,978.34%,978.34%,978.34%,978.34%,978.34%,978.34%,978.34%,978.34%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023-05-29,Applovin-Zoey-LuckyMaker-Ad ROAS-230213,165,22154.5302,29643.5156,301.19,1.8253920455696182,346.11572923594827,53.20%,3.84%,2.04%,64.25682201194176,114.92%,21.33%,43.85%,79.86%,98.13%,105.24%,108.42%,110.75%,113.29%,114.92%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023-05-29,Unity-Alina-Lucky-US-ROAS-230519,134,17809.1814,9779.5146,242.12,1.8068967407897238,154.35794626096225,6.86%,32.85%,2.24%,47.37244624447214,63.75%,19.57%,29.02%,35.41%,38.18%,41.25%,43.24%,45.75%,54.63%,63.75%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023-05-29,organic,28,0.0,1223.5566,0.00,0.0,24.14893265205047,,,0.00%,5.76336112702659,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023-05-28,Applovin-Zoey-LuckyMaker-Ad ROAS-230213,182,25297.1909,22010.2109,343.87,1.8893980152316043,238.67200712027991,54.71%,3.81%,2.11%,71.63078567823669,69.41%,20.83%,31.46%,40.24%,43.71%,53.88%,58.95%,61.61%,67.27%,68.40%,69.41%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023-05-28,Unity-Alina-Lucky-US-ROAS-230519,64,7723.6491,6610.3867,105.05,1.641353903678797,75.62276547956226,6.15%,35.36%,2.18%,16.132099695677297,71.99%,15.36%,29.51%,38.19%,49.64%,53.13%,63.87%,70.41%,71.42%,71.99%,71.99%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023-05-28,organic,50,0.0,3105.2161,0.00,0.0,65.14996550041644,,,0.00%,7.908547708401325,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023-05-27,Applovin-Zoey-LuckyMaker-Ad ROAS-230213,247,39661.4333,31442.8145,538.87,2.1816441362681296,290.4925152151071,54.54%,3.73%,2.01%,65.59193725807502,53.91%,12.17%,27.64%,35.99%,40.94%,42.96%,44.57%,49.44%,50.82%,52.23%,53.85%,53.91%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023-05-27,Unity-Alina-Lucky-US-ROAS-230519,44,5439.1216,4879.5532,73.97,1.6810980759493637,50.84333251259687,7.01%,35.48%,2.49%,15.398162,68.74%,20.82%,40.54%,50.11%,59.40%,64.08%,64.72%,64.99%,66.45%,67.75%,68.74%,68.74%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023-05-27,organic,33,0.0,1839.313,0.00,0.0,24.027209576137004,,,0.00%,14.564034928913038,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023-05-26,Applovin-Zoey-LuckyMaker-Ad ROAS-230213,270,42007.7292,37267.2617,570.80,2.1140794300984522,315.6985885067795,49.86%,4.21%,2.08%,87.17570737802285,55.31%,15.27%,29.58%,41.14%,45.42%,47.86%,50.28%,51.31%,53.40%,53.79%,54.46%,55.31%,55.31%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023-05-26,Unity-Alina-Lucky-US-ROAS-230519,84,10233.6038,12662.1953,139.18,1.6568837953586548,111.02172345622175,6.46%,32.17%,2.10%,26.821048,79.77%,19.27%,47.17%,57.20%,61.94%,67.79%,72.60%,73.66%,74.33%,74.36%,76.57%,78.12%,79.77%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023-05-26,organic,27,0.0,3266.4019,0.00,0.0,80.00380251753559,,,0.00%,64.57785834827276,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023-05-25,Applovin-Zoey-LuckyMaker-Ad ROAS-230213,424,71816.6435,54801.6563,975.59,2.300918955845474,531.9879119583508,44.22%,3.82%,1.69%,101.6183761931575,54.53%,10.42%,25.67%,36.53%,38.37%,42.02%,44.60%,46.50%,47.93%,49.15%,50.19%,51.82%,52.61%,54.53%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023-05-25,Unity-Alina-Lucky-US-ROAS-230519,77,8812.4523,3715.7612,119.88,1.5569107941805065,43.10361111354319,7.08%,38.42%,2.69%,10.682819,35.95%,8.91%,15.62%,19.55%,20.74%,22.50%,24.39%,27.31%,28.94%,30.82%,34.24%,35.69%,35.89%,35.95%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023-05-25,organic,33,0.0,905.3534,0.00,0.0,27.805389689336383,,,0.00%,5.576799723119843,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
